region,razon_social,rut,contacto_y_direccion,telefonos,correos,categoria,resolucion
COQUIMBO,ANGELICA CORTES CONSULTORES SPA,76.754.555-K,"ANGELICA CORTES ARAYA CALLE INDEPENDENCIA N°341, DEPARTAMENTO 14. ILLAPEL",53-2203110 999187603,acconsultoresspa@gmail.com,TERCERA,616 / 25-07-2018
COQUIMBO,"CONSULTORA, ASISTENCIA TECNICA Y CONSTRUCTORA HABITACIONAL LIMITADA - CREA TU HOGAR LIMITADA",76.945.694-5,CINTYA LARA MILLAS CALLE VICUÑA MACKENNA N° 370 OF. 17 GALERIA CORRAL OVALLE,53-2473383 974820717,consultoracreatuhogar@gmail.com,TERCERA,172 / 05-04-2019
COQUIMBO,SOCIEDAD INMOBILIARIA INDIC LIMITADA,76.846.477-4,"JESSICA MORGADO PIZARRO CALLE VICTORIA N° 387, OFICINA 4 OVALLE",53-2650073 935483499,gerencia@indiclimitada.cl / indic.gerencia@gmail.com,PRIMERA,153 / 01-04-2020
COQUIMBO,SOCIEDAD ENTIDAD PATROCINANTE CANELA CRECE SPA,77.056.035-7,"FRANCHESCA PAES PEREZ CALLE JUAN LARRONDO N° 690, CANELA BAJA CANELA",946260978 53- 2474986 974524844,canelacrece@gmail.com,TERCERA,261 / 24-06-2020
COQUIMBO,SOCIEDAD ENTIDAD PATROCINANTE CANELA LOS OLIVOS SPA,77.057.973-2,"VALESKA ROBLEDO SANTANDER RUTA D-71, PARCELA B-34, LOS OLIVOS FUNDO PUERTO OSCURO CANELA",946319116,abogada.epcanela@gmail.com,TERCERA,265 / 26-06-2020
COQUIMBO,GRUPO SAMAC SPA,77.061.753-7,MONICA RAMOS GARCÍA CALLE SANTIAGO N° 102 OF.204 OVALLE,921225391 965532268,subsidios.samac@gmail.com,PRIMERA,50 / 29-01-2021
COQUIMBO,GONZALEZ Y JULIO SPA - ECOPROVI SPA,77.417.916-K,CLAUDINA JULIO PIÑONES CALLE MIGUEL AGUIRRE N° 288 OFICINA 1. OVALLE,53-2629723 993695968,claudina.julio.p@gmail.com / arlyn.gonzalez.j@gmail.com,TERCERA,683 / 25-10-2021
COQUIMBO,INMOBILIARIA SALFA AUSTRAL LIMITADA,96.610.790-1,"CLAUDIA AYALA ROJAS CALLE COLÓN N° 352, OFICINA 316, EDIFICIO STUDIO OFFICE LA SERENA",942140097,cayala@salfaustral.cl,PRIMERA,822 / 29-11-2023
COQUIMBO,ENTIDAD PATROCINANTE URBANHIKZA SPA,77.871.143-5,LUIS PRADO ROJAS AV. GABRIEL GONZALEZ VIDELA N°29 LA SERENA,512296375 994435677,lprado@hikza.com / brojas.hikza@gmail.com,TERCERA,240 / 11-04-2024
COQUIMBO,EP Y CONSULTORÍAS DE ARQUITECTURA E INGENIERÍA LIMITADA (EP TRES VALLES LTDA),77.988.444-9,"JESSICA ADONES RODRIGUEZ CALLE CALETA EL TORO N°991, POBLACIÓN ANFA II. OVALLE",992478001,consultoratresvalles@gmail.com,TERCERA,960 / 24-10-2024
COQUIMBO,DS2G PROYECTA LIMITADA,77.988.288-8,SEBASTIÁN GONZÁLEZ GALLEGUILLOS CALLE ELEUTERIO RAMIREZ N°19. COQUIMBO,973020692 233654559,sebastian.gonzalez@ds2gconsultores.com,TERCERA,70 / 28-01-2025
COQUIMBO,CONSULTORA CRUZ DEL SUR SPA,78.024.534-4,DILAN CASTILLO SCIARAFFIA CALLE COMERCIO N°221 COMBARBALÁ,991264859,c.cruzdelsurspa@gmail.com,TERCERA,163 / 04-03-2025
COQUIMBO,ENTIDAD PATROCINANTE MÁS FAMILIA SPA,77.949.391-1,"DENISSE LATRILLE INOSTROZA CALLE CORDOVEZ N°672, OFICINA N°356, EDIFICIO SERENA ORIENTE. LA SERENA",51-2402580 968348426,denisse.latrille@mfamilia.cl,TERCERA,1263 / 30-12-2024
COQUIMBO,TRINOVA ARQUITECTURA Y CONSTRUCCIÓN SPA,78.166.711-0,PABLO NAVARRO CERMENATI CALLE CHACABUCO N°110 VICUÑA,989054575,trinova.spa@gmail.com,TERCERA,956 / 17-09-2025
COQUIMBO,ESTUDIO GRAP ARQUITECTOS LIMITADA,77.798.204-4,"JOEL RAMOS MUÑOZ CALLE S.S. PAPA TELESFORO ORIENTE N°3144, SECTOR LA CANTERA, VILLA TALINAY",,,,
COQUIMBO,VIGAT SPA,78.199.056-6,ORLANDO GALLARDO CALLE LIBERTAD N°738 OVALLE,997629111,epvigat@gmail.com,TERCERA,50 / 23-01-2026
COQUIMBO,CONSULTORA NUEVO HOGAR SPA,78.210.914-6,"MAURICIO LEDEZMA CALLE COLON N°352, OFICINA N°505 LA SERENA",950317256,mauryle@gmail.com,TERCERA,130 / 23-02-2026
COQUIMBO,I. MUNICIPALIDAD DE LA SERENA,69.040.100-2,CLAUDIO SANCHEZ TELLO CALLE BRASIL N° 465 LA SERENA,51-2206566,claudio.sanchez@laserena.cl / vivienda@laserena.cl,ÚNICA,20 / 11-01-2017
COQUIMBO,I. MUNICIPALIDAD DE LOS VILOS,69.041.500-3,"PATRICIA ANGELICA OLIVARES CALDERON PASAJE LOBLE N° 206, POBLACIÓN CORVI LOS VILOS",53-54353080 53- 2455960,vivienda@munilosvilos.cl,ÚNICA,1120 / 27-12-2016
COQUIMBO,I. MUNICIPALIDAD DE OVALLE,69.040.700-0,DANILO ROBERTO SEGOVIA AVENIDA ARIZTÍA PONIENTE N° 7 OVALLE,53-2661338 982502325,oficinaviviendaovalle@gmail.com / dsegovia@imovalle.cl,ÚNICA,217 / 23-03-2017
COQUIMBO,I. MUNICIPALIDAD DE MONTE PATRIA,69.040.800-7,"GRICEL DEL PILAR CARVAJAL PIZARRO CALLE DIAGUITAS, N° 31 MONTE PATRIA",53-2354400 953708542,gricelcarvajal@mpatria.cl,ÚNICA,901 / 19-10-2016
COQUIMBO,I. MUNICIPALIDAD DE RIO HURTADO,69.041.000-1,"PAULINA VEGA CAMPUSANO CALLE SIN NUMERO,SAMO ALTO RIO HURTADO",53-2691012 995401198,oficinadevivienda@riohurtado.cl,ÚNICA,857 / 03-10-2016
COQUIMBO,I. MUNICIPALIDAD DE COQUIMBO,69.040.300-5,"ERIC OSORIO EGAÑA CALLE BILBAO N° 348, 2DO PISO COQUIMBO",990475185,eosorioegana@municoquimbo.cl / vivienda@municoquimbo.cl,ÚNICA,855 / 03-10-2016
COQUIMBO,I. MUNICIPALIDAD DE ILLAPEL,69.041.200-4,IVETTE ESQUIVEL CALLE FREIRE N°103 ILLAPEL,53-2662475 53-2662476,ivette.esquivel@municipalidadillapel.cl / iesquiveljofre@gmail.com,ÚNICA,856 / 03-10-2016
COQUIMBO,I. MUNICIPALIDAD DE COMBARBALA,69.041.100-8,MARTA CARVAJAL CORTES CALLE PLAZA DE ARMAS N° 438 COMBARBALÁ,53-2655532 953345644,oficina.vivienda@combarbala.cl,ÚNICA,450 / 09-06-2017
COQUIMBO,I. MUNICIPALIDAD DE VICUÑA,69.040.500-8,"CAMILA ROBLEDO CALLE SAN MARTIN, N° 275 VICUÑA",51-2670371,oficinadevivienda@munivicuna.cl / c.robledo@munivicuna.cl,ÚNICA,504 / 23-06-2017
COQUIMBO,I. MUNICIPALIDAD DE CANELA,69.041.300-0,"NADIA GALLARDO GALLARDO CALLE LUIS INFANTE N° 520, CANELA BAJA CANELA",53- 2422491 993493601,oficina.vivienda.canela1@gmail.com / nadiaegallardo@gmail.com,ÚNICA,1111 / 26-12-2016
COQUIMBO,I. MUNICIPALIDAD DE PUNITAQUI,69.040.900-3,FRANCO LEYTON MUÑOZ CALLE CAUPOLICAN N°1147 PUNITAQUI,947591872,oficinadelavivienda@munipunitaqui.cl / f.leyton@munipunitaqui.cl,ÚNICA,667 / 18-07-2025
COQUIMBO,I. MUNICIPALIDAD DE LA HIGUERA,69.040.200-9,FELIPE QUISPE QUISPE AVENIDA LA PAZ N°2 LA HIGUERA,953338234,fquispe@munilahiguera.cl,ÚNICA,977 / 24-09-2025
VALPARAÍSO,AGENCIA INMOBILIARIA VALPARAISO LTDA.,77.796.160-8,"PAOLA FARIAS BELLAVISTA N°168, OFICINA 1303 VALPARAÍSO",(32) 2222151 994388306,info@aginva.cl,PRIMERA,937 / 03-04-2017
VALPARAÍSO,AGORA ARQUITECTOS SPA,77.520.412-5,PENÉLOPE GOUDEAU BUENOS AIRES 663 OF. N°13 VILLA ALEMANA,976446731,pegoudeau@yahoo.com,PRIMERA,562 / 28-03-2022
VALPARAÍSO,ANDES CONSULTORA LIMITADA,76.771.239-1,MARGARITA ARANEDA Z. 1 ORIENTE 625 VIÑA DEL MAR (32) 3538997,,andesconsultoresltda@gmail.com,SEGUNDA,2882 / 28-09-2017
VALPARAÍSO,ARCO INMOBILIARIA SPA,76.476.734-9,CLAUDIO PARRA PARRA INGNACIO CARRETA PINTO N°345 VILLA ALEMANA,56965017681,iarcochile@gmail.com,TERCERA,1299 / 10-10-2023
VALPARAÍSO,ARQ & PRO SPA,77.012.879-k,GONZALO LOYOLA EL BOSQUE N°86 LA CALERA,995441137,ep.arqypro@gmail.com,TERCERA,28 / 13-01-2021
VALPARAÍSO,ARQ. CONSTRUCCIÓN Y GESTIÓN INM. JOSÉ OMAR MARIANGEL ÁGUILA EIRL,76.214.081-0,JOSÉ O. MARIANGEL AGUILA FREIRE N°482 LOS ANDES (34) 2404244,,habbitaeirl@gmail.com,TERCERA,1362 / 15-05-2017
VALPARAÍSO,ARQUITECTURA SOCIAL LTDA,76.262.427-3,FELIPE CERDA MORALES CALLE CASTRO 141 VILLA ALEMANA,944285019,fcerda.arquitecturasocial@gmail.com,PRIMERA,1141 / 23-04-2018
VALPARAÍSO,ARQUITECTURA Y CONSULTORA SCAA LIMITADA,77.388.280-0,MARICELA CARDENAS CALLE DOCE N°590-C CON CON,981892265,scaa.envio12@gmail.com,SEGUNDA,1106 / 20-04-2017
VALPARAÍSO,ASESORÍA TÉCNICA Y GESTIÓN INMOBILIARIA ASVICORP LTDA.,76.030.622-3,"CECILIA MOLINA CRISTALINI CALLE URUGUAY N°385, OF 37 VALPARAISO (32) 2238500",(32) 2594152 994501517 993356343,cmolinacristallini@gmail.com,TERCERA,2739 / 12-09-2017
VALPARAÍSO,"ASESORIAS, CONSULTORIAS Y TRANSPORTES URETA SPA",77.416.452-9,JESSICA URETA CALLE LIBERTAD N°399 LA CALERA,(33) 2510238 968474144,asesoriasuretaspa@gmail.com,TERCERA,2205 / 19-11-2021
VALPARAÍSO,ASESORIAS E INGENIERIA ORIGEN SPA,76.961.875-9,"PATRICIO VALENZUELA CABO COLON N°2706, OF N°9 VALPARAISO (33) 2244526",,patricio.valenzuela@ingenieriaorigen.cl,TERCERA,946 / 10-10-2024
VALPARAÍSO,ASESORIAS DIEGO ALEJANDRO QUINTULEM ALVAREZ EIRL,76.753.938-k,DIEGO QUINTULEM ALVAREZ REYES 1105 SAN ESTEBAN,56958118500,galicia.consultora@gmail.com,TERCERA,2578 / 29-08-2017
VALPARAÍSO,ASESORIAS HABITACIONALES ROCAYU LIMITADA,76.685.022-7,"ROBERTO BUSTAMANTE ORTIZ CALLE RANCAGUA N°692, VILLA OHIGGINS LA CALERA",(33) 2244526 56942428072,asesoriasrocayultda@gmail.com,SEGUNDA,1346 / 11-05-2017
VALPARAÍSO,ASESORIAS HABITACIONALES E INMOBILIARIA IRIS SPA,77.850.154-6,PAULINA ERBA MARDONES DIEGO PORTALES N°708 OF 8 QUILPUE,927102173,consultoria.iris.spa@gmail.com,TERCERA,550 / 29-04-2025
VALPARAÍSO,ASESORIAS ORL SPA,77.892.662-8,MARLENE OCARANZA T. BUENOS AIRES N°911 VILLA ALEMANA,994534959,mocaranza@asesoriasorl.cl,TERCERA,445 / 01-07-2024
VALPARAÍSO,ASESORIAS PROFESIONALES SANHUEZA Y GAETE LTDA,77.892.056-5,CÉSAR SANHUEZA GÓMEZ CALLE 5 NORTE N°816 VIÑA DEL MAR,999381768,csanhueza@alamoep.cl,TERCERA,261 / 10-05-2024
VALPARAÍSO,ASESORÍAS TORO CAPONE COMPAÑÍA LIMITADA,76.328.290-2,"RODRIGO TORO OLIVARES RODRIGO DE TRIANA N°563, VILLA FUNDADORES PLACILLA VALPARAÍSO",(32) 2399093 95784891,caponedelrio@gmail.com,SEGUNDA,1392 / 15-05-2017
VALPARAÍSO,ASESORÍAS ARC LTDA,76.809.168-4,ALFONSO JERES RUIZ / ANGELA PLAZA ALFARO ARLEGUI 1053 / 1054 VIÑA DEL MAR,983142525 944632701,aplaza@arclimitada.cl,PRIMERA,562 / 26-02-2018
VALPARAÍSO,ASESORIAS REMA SPA,78.029.802-2,JUAN ZAMORA CHOQUE EL ARRAYAN N°152 LA LIGUA,982390861,j_zamora_c@hotmail.com,TERCERA,708 / 23-06-2025
VALPARAÍSO,ASESORIAS Y CONSULTORIAS GEA LTDA,76.977.620-6,DANIELA DONOSO AV. BENIDORM N°560 EDIF. TERRASOL DEPTO 163 TORRE B VIÑA DEL MAR (32) 2517629,,daniela@consultoragea.cl,SEGUNDA,146 / 15-01-2018
VALPARAÍSO,ASESORIAS Y GESTION VERTICE 3 LIMITADA,78.170.182-3,JONATHAN PIZARRO ASPEE JAIME NAVARRO S. CALLE MADRID 1050 CASA 14 VILLA ALEMANA,984863470,rcr@zubiaurre.org,TERCERA,1548 / 19-12-2025
VALPARAÍSO,BATTUARE SPA (ex-Parra y Fuentes),76.823.925-8,"JUAN PARRA TENGNER CALLE SANTA LUCIA N°569, CERRO LARRAIN VALPARAÍSO",987255784,psat.proyecta@gmail.com,TERCERA,1051 / 13-04-2018
VALPARAÍSO,CASA VITAL SPA,77.815.325-4,CARLOS FUENTEALBA BALMACEDA N°11 PISO 2 LLAY LLAY,996951634 997778237,s.torres@coopvitalchile.com,TERCERA,1237 / 28-11-2024
VALPARAÍSO,CLAUDIA LORNA AHUMADA LTDA.,76.557.631-8,CLAUDIA AHUMADA PASAJE LOS LIRIOS N°1726 CURAUMA VALPARAÍSO,(32) 2292316 994044657,admcahumada@gmail.com,TERCERA,3808 / 26-11-2018
VALPARAÍSO,CLAUDIA REGINA RICHARD BERMEJO GESTION Y PROYECTOS EIRL,76.448.397-9,"CLAUDIA RICHARD BERMEJO CALLE ETCHEVES N°158, OF N°206 VIÑA DEL MAR",(32) 2829466 82288288,proyectos@consultorahabitar.cl,TERCERA,1838 / 29-06-2017
VALPARAÍSO,COBARRIO SPA,77.220.692-5,"MARIA JOSÉ CARRASCO CALLE GUILLERMO MUNNICH N°203 DEPTO 405, TORRE I VALPARAÍSO",(32) 2517629 56961709374,psat.cobarrio@gmail.com,TERCERA,1463 / 18-08-2021
VALPARAÍSO,CODEH DESARROLLO HABITACIONAL SPA,76.193.766-9,RICARDO MARÍN CORREA 1 PONIENTE 123 OFICINA 401 EDIFICIO PÍEDRA AZUL VIÑA DEL MAR (32) 2687170 (32) 2687170,,info@codeh.cl,PRIMERA,2519 / 23-12-2021
VALPARAÍSO,CONSTRUCTORA E INMOBILIARIA SAN ESTEBAN LIMITADA,77.669.160-7,PATRICIO TRIVIÑO SUCO PATRICIO TRIVIÑO IBACACHE AVENIDA CHACABUCO N°599 LOS ANDES /,61700186 89009889 994514857,trivinop@cisel.cl / ptrivino@cisel.cl,SEGUNDA,4188 / 27-12-2016
VALPARAÍSO,CONSTRUCTORA INM. E INVERSIONES OVAL LIMITADA,76.048.251-k,"OSCAR VALLADARES PLAZA PRAT 865, OF 52 VALPARAISO",992948575,info@constructoraoval.cl,PRIMERA,995 / 06-04-2017
VALPARAÍSO,CONSTRUCTORA INOVAVAR SPA,78.002.184-5,CRISTIAN VARGAS MARQUEZ 9 NORTE N°555 VINA DEL MAR,978860280,cristianvargasmarquez@gmail.com / cristian@inovavar.com,TERCERA,717 / 23-06-2025
VALPARAÍSO,CONSULTORA E INVERSIONES PORVENIR SPA,77.997.665-3,"MARCELA PALMA ZAMORA CALLE BLANCO N°1623 OF. 1103, EDIFICIO MAR DEL SUR VALPARAISO",963999767,consultoraporvenirspa@gmail.com,TERCERA,1532 / 19-12-2025
VALPARAÍSO,CONSULTORA FORJANDO DIGNIDAD LTDA,76.842.995-2,LUZ ZUÑIGA ALVAREZ LIBERTADOR B. OHIGGINS N°1250 DEPTO 2 3ER P. VALPARAISO,932284850,fodiconsultores@gmail.com,TERCERA,1457 / 23-05-2018
VALPARAÍSO,CONSULTORA HABITACIONAL MONDIE LIMITADA,76.896.944-1,LORELLA DIENA LUIS ACEVEDO N°1771 QUINTERO,9975699128,contacto.mondie@gmail.com,PRIMERA,1822 / 24-06-2019
VALPARAÍSO,CONSULTORA INMOBILIARIA ALWE SPA,77.645.832-5,"MARIANELA OSSES ESTAY TORO MAZOTE N° 1132, OF 9 PISO 2 SAN FELIPE",996951634 997778237,czannier@alwe.cl / contacto@alwe.cl,TERCERA,37 / 25-01-2024
VALPARAÍSO,CONSULTORA MAS BIEN ESTAR LIMITADA,77.749.111-3,EDOARDO CÁCERES OLATE LOS MOLINOS DEL SOL N°156 VILLA ALEMANA,99770613,bmltdaconsultores@gmail.com,TERCERA,1121 / 30-08-2023
VALPARAÍSO,CONSULTORA Y PROYECTOS SANTO DOMINGO LIMITADA,76.334.870-9,MANOLA PEREZ ARZOBISPO VALDIVIESO 244 SAN ANTONIO (35) 2287256,,consultora.santodomingo@gmail.com,TERCERA,1497 / 26-05-2017
VALPARAÍSO,CONSULTORIA Y GESTION PROASVI LIMITADA,77.502.300-1,MIREYA SANCHEZ INOSTROZA ANDRES BELLO N°488 QUILPUE,987877763,proasviconsultoria@gmail.com,TERCERA,963 / 12-05-2022
VALPARAÍSO,CORDOVA CONSULTORES LTDA,76.562.764-8,SONIA CORDOVA RIVERA AV. BLANCO 1041 VALPARAÍSO,968453050,cordovaconsultores@gmail.com,TERCERA,1152 / 24-04-2018
VALPARAÍSO,CONSULTORA FORMA SPA,78.175.021-2,"ERIKA LARSEN OYARZUN CALLE BELLAVISTA 05, OF. 211 REÑACA",978087570 979991062 945561514,acas.spa.proyectos@gmail.com / mislygodoyf@gmail.com / arealegal.rpcl@gmail.com,TERCERA,1052 / 08-09-2025
VALPARAÍSO,CUMBRAL CONSULTORES LIMITADA,76.740.162-0,MARIA E. TRONCOSO PELAEZ CALLE COIMAS N°263 DEPTO N°36 SAN FELIPE,(34) 2413523 978474370,cumbralconsultores@gmail.com / cumbral@cumbral.cl,TERCERA,2262 / 02-08-2017
VALPARAÍSO,"CUMBRES DEL VALLE, GESTION Y ASESORIA LIMITADA",76.588.574-4,MARIA E. VARGAS TOCORNAL S/N PARADERO 13 SANTA MARIA SAN FELIPE,(34)2582328 995343745,mevargasdelaf@gmail.com,TERCERA,806 / 26-03-2018
VALPARAÍSO,DAPONTE LTDA.,77.401.048-3,PILAR MIRANDA CALLE INES N°378 VIÑA DEL MAR,983600308,daponte.ltda@gmail.com,TERCERA,1499 / 19-08-2021
VALPARAÍSO,DIMARA LTDA,76.576.452-1,IRMA DIAZ RIVEROS SUBIDA ECUADOR N°170 VALPARAISO (32) 2250488 o,,irmadiaz1@hotmail.com / contacto@dimara.com,TERCERA,2975 / 05-09-2016
VALPARAÍSO,DEMO ENTIDAD PATROCINANTE SPA,77.546.937-4,KAREN DIAZ LOPEZ HERMANOS MARISTAS N°1319 LOS ANDES,227259006 944407604,karen@domoconsultoras.cl,TERCERA,2798 / 15-11-2022
VALPARAÍSO,DOMUN ENTIDAD PATROCINANTE SPA,76.536.688-7,GUILLERMO MACHADO MIRET BOSQUE DE MONTEMAR N°30 CON CON,229493983,gmachado@democorp.com,PRIMERA,2413 / 30-12-2020
VALPARAÍSO,EGIS V COSTA LTDA.,76.094.916-6,FABIOLA VERA ANGAMOS N° 1678- BARRANCAS SAN ANTONIO,56443180117,cconsultora.vcosta@gmail.com,TERCERA,3765 / 25-11-2016
VALPARAÍSO,EMPRESA CONSTRUCTORA AXIAL SA,96.608.490-1,"MARCELO ASTUDILLO ALMIRANTE LATORRE N°355, C° MONJAS VALPARAISO (32) 2222435",,administracion@axial.cl,TERCERA,2977 / 05-09-2016
VALPARAÍSO,ENTIDAD DE GESTION SOCIAL VIGARO LIMITADA,77.689.938-0,DANIELA HIDALGO CORTÍNEZ / FRANCISCA CALDERÓN FLORES TAQUEADERO N°502 VALPARAISO,992727515 956111713,entidadvirago@gmail.com,TERCERA,138 / 06-03-2024
VALPARAÍSO,ENTIDAD PATROCINANTE RANCAGUA,76.404.738-9,CATALINA BASS DEL CAMPO CALLE GALLEGUILLOS N°1554 QUILPUE,56975141004 569925604133,catalina.bass@eprancagua.com,PRIMERA,1002 / 10-04-2017
VALPARAÍSO,ENTIDAD PATROCINANTE UNION LIMITADA,77.088.268-0,NICOLAS TAMAYO MARTINEZ CALLE E SMERALDA N°1293 OF 1 Y 2 QUILPUE,56233399483,ntamayo@unionep.cl,TERCERA,972 / 20-08-2025
VALPARAÍSO,ENTIDAD PATRO. HABITACIONAL VIDA URBANA VALPARAISO SPA,78.069.738-5,DAVID MURA ACEVEDO CALLE REPUBLICA N°2071 LIMACHE,442921902,c.alvarado@vidaurbana.cl,TERCERA,706 / 16-06-2025
VALPARAÍSO,EP JUNTOS SPA,77.666.992-k,"FRANCISCO BEFFERMANN LAS PELARGONIAS N°842, OFICINA 607, VIÑA DEL MAR",992782962,francisco.beffermann@isiete.cl,PRIMERA,21 / 08-01-2025
VALPARAÍSO,EPS AGENCIA HABITACIONAL LIMITADA,76.730.530-3,PATRICIA RODRIGUEZ LOS ALMENDROS 737 LA LIGUA,989068618,patriciar@nash.cl,PRIMERA,1580 / 01-09-2021
VALPARAÍSO,ENTIDAD DE GESTIÓN INMOBILIARIA SOCIAL SUSAN OLGUIN ARAYA ERIL,76.966.463-7,"SUSAN OLGUIN A. BLANCO N°1623, OFICINA #1603 VALPARAÍSO",990852645 937400062,egisconstruyefuturo@gmail.com,TERCERA,1097 / 10-04-2019
VALPARAÍSO,FSS ASESORIAS TECNICAS DE OBRAS SPA,77.647.705-2,FRANCISCO SILVA SHEUERMANN CALLE ESMERALDA N°1131 OF. 303 VALPARAISO,942579345,fss@fssato.cl,TERCERA,451 / 27-03-2025
VALPARAÍSO,FUNDACIÓN UN TECHO PARA CHILE,65.533.130-1,CARLOS WESTERMEIER CALLE 5 ORIENTE N°59 VIÑA DEL MAR,(32) 2626415 945033203,carlos.w@techo.org,PRIMERA,3805 / 14-12-2017
VALPARAÍSO,GESTIÓN INMOBILIARIA CUMBRES DEL NORTE LIMITADA,76.079.461-9,FRANCY ROJAS DIAZ REÑACA NORTE N°25 OFICINA 1412 VIÑA DEL MAR (32) 3204128,,gestioncumbresdelnorte@gmail.com,PRIMERA,1124 / 21-04-2017
VALPARAÍSO,GESTION SOCIAL PEDRO FELIPE PÉREZ BRAVO EIRL,77.100.742-2,PEDRO PEREZ BRAVO SAN RAFAEL N°638 SAN FELIPE,934165733 977254285,contacto@epsinergia.cl / pedroperezbravo@gmail.com,TERCERA,338 / 03-02-2020
VALPARAÍSO,GESTION Y PROYECTOS INMOB. BORDE SUR SPA,76.738.472-6,ESTEPHANIE BRIONES BRIONES PJE. LAS MONJAS CASA N°4 REÑACA VIÑA DEL MAR,944396869 982917651,bordesurarq@gmail.com / psatbordesur@gmail.com,SEGUNDA,205 / 25-01-2019
VALPARAÍSO,I. MUNICIPALIDAD DE ALGARROBO,69.061.600-9,VALERIA ANDREA MESA ARAYA AV. PEÑABLANCA N°250 ALGARROBO (35) 2200177,,vivienvda@municipalidadalgarrobo.cl,ÚNICA,581 / 28-04-2021
VALPARAÍSO,I. MUNICIPALIDAD DE CABILDO,69.050.200-3,ALBERTO ALIAGA DIAZ AVENIDA HUMERES 499 CABILDO (33) 2762100,,oficinavivienda@municipiocabildo.cl / mjmuza@municipiocabildo.cl,ÚNICA,2245 / 28-07-2017
VALPARAÍSO,I. MUNICIPALIDAD DE CALERA,69.060.300-4,INGRID SILVA PAREDES AV. GONZALO LIZASOAIN N°406 LA CALERA (33) 2381897 (33)2381899,,isilva@lacalera.cl / colivares@lacalera.cl,ÚNICA,1498 / 26-05-2017
VALPARAÍSO,I. MUNICIPALIDAD DE CALLE LARGA,69.051.200-9,CRISTIAN MUÑOZ VERGARA AV. CALLE LARGA N°2088 CALLE LARGA (34) 2436216,,cmunoz@municallelarga.cl,ÚNICA,705 / 19-04-2022
VALPARAÍSO,I. MUNICIPALIDAD DE CASABLANCA,69.061.400-6,RODRIGO MARTINEZ ROCA GENERAL OSCAR BONILLA N°46 CASABLANCA,(32) 2277400 323462110 985588857,rommy.escobar@e-casablanca.cl,ÚNICA,1564 / 31-05-2017
VALPARAÍSO,I. MUNICIPALIDAD DE CATEMU,69.050.900-8,RODRIGO DIAZ BRITO CALLE BORJAS GARCIA HUIDOBRO N°25 CATEMU,976769522,gfernandez_municatemu@yahoo.es,ÚNICA,854 / 04-07-2023
VALPARAÍSO,I. MUNICIPALIDAD DE EL QUISCO,69.061.700-5,PATRICIO PINTO LOPÉZ AV FRANCIA N°011 EL QUISCO,965266568,gestionhabitacional@elquisco.cl / secpla@elquisco.cl,ÚNICA,1057 / 09-08-2023
VALPARAÍSO,I. MUNICIPALIDAD DE HIJUELAS,69.060.500-7,CLAUDIA FERNANDEZ PINILLA MANUEL RODRIGUEZ N°1665 HIJUELAS (33) 2290131,,cfernandez@hijuelas.cl,ÚNICA,1722 / 20-06-2017
VALPARAÍSO,I. MUNICIPALIDAD DE JUAN FERNANDEZ,69.252.300-8,PABLO MANRIQUEZ a. CALLE VICENTE GONZALEZ N°210 JUAN FERNANDEZ,(32) 2751046 979773833,secpla@comunajuanfernandez.cl,ÚNICA,219 / 24-02-2023
VALPARAÍSO,I. MUNICIPALIDAD DE LA CRUZ,69.060.200-8,JAVIERA PIZARRO FLORES GABRIELA MISTRAL Nº3 LA CRUZ,(33) 2317576 78526477,secplanlacruz@gmail.com,ÚNICA,1535 / 30-05-2017
VALPARAÍSO,I. MUNICIPALIDAD DE LA LIGUA,69.050.100-7,PATRICIO DANIEL PALLARES VALENZUELA PORTALES N° 555 LA LIGUA,957052920,vivienda@laligua.cl,ÚNICA,3642 / 18-11-2016
VALPARAÍSO,I. MUNICIPALIDAD DE LOS ANDES,69.051.100-2,JENNY VALERIO MATUS ESMERALDA N°591 LOS ANDES (34) 2507917,,j.valerio@munilosandes.cl,ÚNICA,1565 / 31-05-2017
VALPARAÍSO,I. MUNICIPALIDAD DE OLMUÉ,69.061.200-3,JORGE JIL HERRERA CALLE PRAT N°12 OLMUÉ,994116203,epmunicipal@olmue.cl / pilarmujica@olmue.cl,ÚNICA,2644 / 11-08-2016
VALPARAÍSO,I. MUNICIPALIDAD DE PANQUEHUE,69.050.800-1,MARIA ALEJANDRA LÓPEZ SILVA CALLE TRONCAL N°1166 PANQUEHUE,(34) 2591059 7-2158406 / (34) 2597704 72158406,directorsecplac@munipanquehue.cl,ÚNICA,1403 / 18-05-2017
VALPARAÍSO,I. MUNICIPALIDAD DE PETORCA,69.050.500-2,GUSTAVO VALDENEGRO RUBILLO MANUEL MONTT N°845 PETORCA,(33) 2337865 9227143 74524239,viviendapetorca@gmail.com / vivienda@municipalidadpetorca.cl,ÚNICA,252 / 27-01-2017
VALPARAÍSO,I. MUNICIPALIDAD DE PUCHUNCAVI,69.060.800-6,ELIANA OLMOS AV. BERNARDO O HIGGINS N°70 PUCHUNCAVI (32) 2139600,,ximena.ahumada@munipuchuncavi.cl,ÚNICA,1283 / 07-05-2018
VALPARAÍSO,I. MUNICIPALIDAD DE PUTAENDO,69.050.700-5,GUILLERMO REYES SAN MARTIN N°654 PUTAENDO (34) 2501432,,manuel.gonzalez@putaendo.cl,ÚNICA,1035 / 12-04-2017
